loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,dti,delinq_2yrs,fico_range_low,fico_range_high,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,is_default,grade_encoded,emp_length_num,fico_score,purpose_debt_consolidation,purpose_home_improvement,purpose_major_purchase,purpose_other,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,verification_status_Source Verified,verification_status_Verified,term_ 60 months
29027,29027, 36 months,9.84,934.44,B,B3,1 year,RENT,59666.92711683308,Not Verified,Fully Paid,other,31.27524691144796,0,691,695,22,0,21792,20.1,36,f,Individual,2,0.0,0,2,1,693.0,False,False,False,True,False,False,True,False,False,False
34373,34373, 36 months,10.21,1112.51,F,F1,5 years,RENT,43384.46847437383,Source Verified,Charged Off,debt_consolidation,20.49392203200955,0,644,648,24,0,48879,10.7,32,f,Individual,4,0.0,1,6,5,646.0,True,False,False,False,False,False,True,True,False,False
25609,25609, 36 months,21.53,971.8,C,C2,8 years,MORTGAGE,72476.81109742878,Not Verified,Does not meet the credit policy. Status:Charged Off,home_improvement,8.356824934502455,0,690,694,14,0,11851,79.3,28,w,Individual,1,0.0,1,3,8,692.0,False,True,False,False,True,False,False,False,False,False
24250,24250, 36 months,27.78,1000.19,D,D4,,MORTGAGE,71072.85268987254,Not Verified,Does not meet the credit policy. Status:Charged Off,debt_consolidation,20.74726101794836,0,671,675,21,1,15861,68.9,29,w,Individual,1,0.0,1,4,0,673.0,True,False,False,False,True,False,False,False,False,False
26172,26172, 36 months,15.09,908.41,B,B2,2 years,RENT,71548.5330197436,Source Verified,Default,debt_consolidation,15.305949281068065,0,734,738,19,0,34970,31.4,23,w,Individual,1,0.0,1,2,2,736.0,True,False,False,False,False,False,True,True,False,False
16555,16555, 36 months,10.19,535.66,B,B4,4 years,RENT,105881.9523083191,Source Verified,Default,major_purchase,32.2271727149629,1,712,716,22,0,40432,80.3,29,f,Individual,0,0.0,1,2,4,714.0,False,False,True,False,False,False,True,True,False,False
26874,26874, 60 months,21.22,1015.52,D,D4,8 years,RENT,94236.33333532567,Verified,Default,debt_consolidation,8.382376705519603,0,621,625,12,1,4724,80.0,27,f,Individual,0,0.0,1,4,8,623.0,True,False,False,False,False,False,True,False,True,True
18081,18081, 60 months,26.78,736.03,C,C5,7 years,RENT,28645.2703497633,Not Verified,Does not meet the credit policy. Status:Charged Off,debt_consolidation,20.797899381077,0,701,705,20,0,11433,17.4,39,w,Individual,1,0.0,1,3,7,703.0,True,False,False,False,False,False,True,False,False,True
29063,29063, 36 months,23.71,1135.8,C,C2,4 years,RENT,28919.218085005265,Verified,Charged Off,other,25.698546527046744,0,736,740,19,0,15885,69.2,36,w,Individual,4,0.0,1,3,4,738.0,False,False,False,True,False,False,True,False,True,False
11819,11819, 36 months,26.72,480.74,C,C3,< 1 year,MORTGAGE,63685.04924759527,Not Verified,Charged Off,credit_card,39.500383862456935,0,659,663,9,0,2556,31.3,17,w,Individual,3,0.0,1,3,0,661.0,False,False,False,False,True,False,False,False,False,False
30712,30712, 36 months,18.41,1116.64,C,C4,3 years,RENT,36749.88633353371,Verified,Does not meet the credit policy. Status:Charged Off,debt_consolidation,8.136284591722543,0,641,645,22,0,10884,47.0,28,f,Individual,2,0.0,1,3,3,643.0,True,False,False,False,False,False,True,False,True,False
29762,29762, 36 months,23.8,1164.53,D,D5,5 years,RENT,57072.67675030764,Source Verified,Does not meet the credit policy. Status:Charged Off,debt_consolidation,8.988616525843812,2,658,662,7,0,46651,43.7,26,f,Individual,2,0.0,1,4,5,660.0,True,False,False,False,False,False,True,True,False,False
16046,16046, 60 months,8.5,506.53,B,B3,7 years,RENT,37962.44613980493,Source Verified,Charged Off,major_purchase,39.58172060757753,0,767,771,14,0,10087,59.0,28,w,Individual,3,0.0,1,2,7,769.0,False,False,True,False,False,False,True,True,False,True
36463,36463, 36 months,13.71,1241.09,B,B2,,MORTGAGE,62835.48085343123,Verified,Charged Off,home_improvement,19.1968804062016,0,628,632,23,1,34969,36.2,28,f,Individual,4,0.0,1,2,0,630.0,False,True,False,False,True,False,False,False,True,False
33769,33769, 36 months,14.74,1166.32,E,E3,9 years,RENT,35977.37723986653,Source Verified,Does not meet the credit policy. Status:Charged Off,major_purchase,31.03000075193507,0,782,786,18,0,36519,11.6,30,f,Individual,2,0.0,1,5,9,784.0,False,False,True,False,False,False,True,True,False,False
28150,28150, 60 months,17.78,1014.59,B,B2,1 year,RENT,73196.42892770722,Verified,Fully Paid,home_improvement,32.42163838718315,1,791,795,12,0,22887,65.5,30,w,Individual,1,0.0,0,2,1,793.0,False,True,False,False,False,False,True,False,True,True
7711,7711, 60 months,28.23,319.91,C,C4,3 years,MORTGAGE,35069.73292724374,Not Verified,Charged Off,home_improvement,16.009579322451977,0,700,704,24,0,13558,91.5,37,w,Individual,0,0.0,1,3,3,702.0,False,True,False,False,True,False,False,False,False,True
9853,9853, 36 months,26.86,401.51,D,D1,10+ years,RENT,64081.458085751714,Not Verified,Charged Off,home_improvement,12.50050724294202,0,713,717,14,0,20380,65.1,20,w,Joint App,0,0.0,1,4,10,715.0,False,True,False,False,False,False,True,False,False,False
34077,34077, 36 months,8.36,1073.52,G,G1,2 years,RENT,25759.933366329547,Source Verified,Does not meet the credit policy. Status:Charged Off,other,14.663192001845308,0,711,715,13,0,44188,53.6,31,f,Individual,2,0.0,1,7,2,713.0,False,False,False,True,False,False,True,True,False,False
28863,28863, 36 months,9.32,922.14,B,B4,3 years,RENT,34023.6305397101,Source Verified,Does not meet the credit policy. Status:Charged Off,other,31.753769876335184,0,641,645,13,2,25518,19.7,19,w,Individual,1,0.0,1,2,3,643.0,False,False,False,True,False,False,True,True,False,False
26792,26792, 36 months,13.94,914.91,B,B3,8 years,MORTGAGE,85212.69013802616,Source Verified,Default,credit_card,34.41678078588543,0,628,632,22,0,46314,61.3,26,w,Individual,0,0.0,1,2,8,630.0,False,False,False,False,True,False,False,True,False,False
13942,13942, 60 months,12.27,464.87,D,D2,1 year,MORTGAGE,113667.12941236715,Not Verified,Default,home_improvement,29.482672800995395,0,620,624,4,0,23358,60.0,18,f,Individual,0,0.0,1,4,1,622.0,False,True,False,False,True,False,False,False,False,True
6762,6762, 60 months,20.37,252.58,D,D1,7 years,RENT,94437.623386673,Verified,Charged Off,other,20.442964939810967,0,696,700,20,0,36110,60.7,34,f,Individual,1,0.0,1,4,7,698.0,False,False,False,True,False,False,True,False,True,True
36987,36987, 60 months,27.57,1521.34,D,D2,1 year,RENT,87458.26254410372,Source Verified,Does not meet the credit policy. Status:Charged Off,other,14.189720986548274,0,790,794,22,0,43956,85.3,32,w,Individual,2,0.0,1,4,1,792.0,False,False,False,True,False,False,True,True,False,True
20850,20850, 36 months,29.06,874.41,C,C4,7 years,RENT,125592.1184037682,Verified,Charged Off,debt_consolidation,19.88371648729445,0,722,726,21,0,13811,69.5,38,f,Individual,1,0.0,1,3,7,724.0,True,False,False,False,False,False,True,False,True,False
17112,17112, 60 months,21.34,647.69,B,B3,9 years,RENT,97032.10417802432,Source Verified,Does not meet the credit policy. Status:Charged Off,home_improvement,37.0084316870236,0,662,666,24,0,35144,75.5,40,f,Individual,2,0.0,1,2,9,664.0,False,True,False,False,False,False,True,True,False,True
29058,29058, 36 months,25.95,1169.99,C,C2,,MORTGAGE,27850.041930014424,Source Verified,Charged Off,major_purchase,35.21184396149478,0,637,641,20,1,43746,33.2,29,f,Individual,0,0.0,1,3,0,639.0,False,False,True,False,True,False,False,True,False,False
5481,5481, 36 months,18.13,198.51,E,E3,< 1 year,RENT,96437.9752007716,Source Verified,Fully Paid,debt_consolidation,16.318167259677487,0,793,797,22,0,49945,29.3,39,f,Individual,4,0.0,0,5,0,795.0,True,False,False,False,False,False,True,True,False,False
37921,37921, 36 months,10.21,1227.35,E,E1,1 year,OWN,95678.8835862352,Verified,Charged Off,other,16.47792856246317,0,739,743,6,1,10058,23.6,24,w,Individual,4,0.0,1,5,1,741.0,False,False,False,True,False,True,False,False,True,False
6524,6524, 36 months,18.12,236.25,A,A2,6 years,RENT,23470.050602445768,Verified,Does not meet the credit policy. Status:Charged Off,other,32.29909174226259,1,632,636,16,0,18190,75.1,35,f,Individual,1,0.0,1,1,6,634.0,False,False,False,True,False,False,True,False,True,False
39888,39888, 60 months,18.88,1459.72,B,B5,,OWN,42760.12066023069,Verified,Default,other,19.930091840458232,0,600,604,5,1,5354,67.9,17,f,Individual,2,0.0,1,2,0,602.0,False,False,False,True,False,True,False,False,True,True
20048,20048, 36 months,23.56,781.92,C,C1,8 years,RENT,131862.0488943284,Not Verified,Default,other,25.045298297313128,1,795,799,12,0,39062,35.8,18,f,Individual,2,0.0,1,3,8,797.0,False,False,False,True,False,False,True,False,False,False
39008,39008, 36 months,10.5,1267.86,F,F3,,RENT,56118.48393331575,Not Verified,Fully Paid,major_purchase,19.7811209127249,0,627,631,16,0,34291,17.7,30,f,Individual,4,0.0,0,6,0,629.0,False,False,True,False,False,False,True,False,False,False
5060,5060, 36 months,14.21,173.46,C,C4,< 1 year,MORTGAGE,33847.35328640878,Not Verified,Fully Paid,credit_card,13.481858694272688,0,789,793,4,1,2578,81.2,20,f,Individual,1,0.0,0,3,0,791.0,False,False,False,False,True,False,False,False,False,False
14130,14130, 36 months,14.1,483.62,B,B5,10+ years,MORTGAGE,92207.24755207628,Verified,Does not meet the credit policy. Status:Charged Off,credit_card,11.609881909950465,0,677,681,13,0,1332,39.6,19,f,Individual,2,0.0,1,2,10,679.0,False,False,False,False,True,False,False,False,True,False
23023,23023, 36 months,28.99,964.67,A,A2,9 years,MORTGAGE,52168.137644776696,Not Verified,Charged Off,home_improvement,9.883960180180544,1,716,720,24,0,20831,22.1,40,f,Individual,0,0.0,1,1,9,718.0,False,True,False,False,True,False,False,False,False,False
18350,18350, 36 months,16.1,646.04,C,C1,< 1 year,MORTGAGE,49357.27390287465,Source Verified,Charged Off,other,5.399797315554398,0,658,662,6,0,42666,18.0,13,w,Individual,0,0.0,1,3,0,660.0,False,False,False,True,True,False,False,True,False,False
29354,29354, 60 months,23.88,1149.79,A,A2,,MORTGAGE,92673.79660517168,Verified,Charged Off,home_improvement,14.821575984634274,0,648,652,13,0,29157,87.8,23,f,Individual,2,0.0,1,1,0,650.0,False,True,False,False,True,False,False,False,True,True
33145,33145, 36 months,23.77,1296.37,D,D2,4 years,RENT,73269.05710240843,Source Verified,Does not meet the credit policy. Status:Charged Off,major_purchase,10.999300660883872,1,644,648,22,0,43606,16.7,38,f,Individual,4,0.0,1,4,4,646.0,False,False,True,False,False,False,True,True,False,False
39020,39020, 36 months,11.64,1289.32,D,D5,10+ years,OWN,56441.8574912745,Source Verified,Default,home_improvement,14.028264934342747,0,722,726,10,0,37953,37.4,23,w,Individual,1,1.0,1,4,10,724.0,False,True,False,False,False,True,False,True,False,False
25587,25587, 36 months,19.3,941.8,C,C5,,RENT,70648.5928277409,Verified,Does not meet the credit policy. Status:Charged Off,credit_card,7.653140332494283,1,733,737,20,0,12017,61.9,34,f,Individual,1,0.0,1,3,0,735.0,False,False,False,False,False,False,True,False,True,False
14650,14650, 60 months,27.36,600.92,B,B5,9 years,MORTGAGE,54861.4360791273,Source Verified,Default,credit_card,16.954577704757344,0,714,718,15,0,2523,41.7,22,f,Individual,1,0.0,1,2,9,716.0,False,False,False,False,True,False,False,True,False,True
24933,24933, 36 months,16.88,887.44,E,E5,1 year,OWN,94556.4756416589,Verified,Default,credit_card,23.1985506397675,0,619,623,11,0,43243,48.0,19,f,Individual,3,0.0,1,5,1,621.0,False,False,False,False,False,True,False,False,True,False
25581,25581, 36 months,28.63,1066.85,B,B4,4 years,RENT,29477.182319116127,Not Verified,Does not meet the credit policy. Status:Charged Off,home_improvement,38.05999952293917,1,684,688,21,0,1267,77.2,38,w,Individual,3,0.0,1,2,4,686.0,False,True,False,False,False,False,True,False,False,False
28393,28393, 36 months,10.36,920.97,B,B3,10+ years,RENT,54379.46447462971,Verified,Fully Paid,other,17.14751872654435,0,743,747,6,0,39964,94.9,8,f,Individual,3,0.0,0,2,10,745.0,False,False,False,True,False,False,True,False,True,False
28051,28051, 36 months,6.85,864.21,F,F5,4 years,RENT,48690.71258355667,Verified,Fully Paid,debt_consolidation,6.085804271009459,0,739,743,7,0,49818,47.0,26,w,Individual,0,0.0,0,6,4,741.0,True,False,False,False,False,False,True,False,True,False
31212,31212, 36 months,27.29,1279.1,D,D1,3 years,OWN,69759.6435784262,Source Verified,Default,credit_card,17.682753416741576,0,651,655,24,0,9463,39.1,29,w,Individual,2,0.0,1,4,3,653.0,False,False,False,False,False,True,False,True,False,False
9090,9090, 60 months,26.19,367.16,D,D2,< 1 year,RENT,34086.4940166617,Source Verified,Default,home_improvement,33.60285006098451,0,747,751,11,0,46200,41.6,21,f,Individual,2,0.0,1,4,0,749.0,False,True,False,False,False,False,True,True,False,True
11960,11960, 36 months,29.81,506.48,B,B5,9 years,RENT,126743.74933960696,Source Verified,Default,debt_consolidation,16.905154330710896,0,785,789,8,0,16847,38.2,10,w,Individual,0,0.0,1,2,9,787.0,True,False,False,False,False,False,True,True,False,False
26520,26520, 36 months,21.98,1012.54,A,A1,7 years,RENT,41319.962578164246,Source Verified,Charged Off,credit_card,15.210573470641007,0,772,776,14,0,28486,47.6,28,f,Individual,1,0.0,1,1,7,774.0,False,False,False,False,False,False,True,True,False,False
33470,33470, 60 months,28.42,1392.04,A,A4,4 years,MORTGAGE,101659.96720739776,Source Verified,Does not meet the credit policy. Status:Charged Off,credit_card,37.16482993892627,0,696,700,5,0,23937,35.0,12,w,Individual,0,0.0,1,1,4,698.0,False,False,False,False,True,False,False,True,False,True
25491,25491, 36 months,25.67,1022.57,B,B1,10+ years,RENT,81031.22353276986,Source Verified,Charged Off,major_purchase,15.403024736812087,0,713,717,22,0,19177,46.6,29,f,Individual,1,0.0,1,2,10,715.0,False,False,True,False,False,False,True,True,False,False
6341,6341, 36 months,26.11,255.85,D,D1,5 years,MORTGAGE,66660.51295012976,Source Verified,Does not meet the credit policy. Status:Charged Off,credit_card,38.959158937215946,0,601,605,6,0,33796,90.1,9,w,Individual,2,0.0,1,4,5,603.0,False,False,False,False,True,False,False,True,False,False
29791,29791, 36 months,19.23,1095.49,B,B4,6 years,MORTGAGE,67725.17921383877,Source Verified,Charged Off,debt_consolidation,34.142250915079124,0,633,637,15,0,41443,30.8,34,f,Joint App,0,0.0,1,2,6,635.0,True,False,False,False,True,False,False,True,False,False
5338,5338, 36 months,14.56,183.9,D,D4,< 1 year,RENT,23663.11221746137,Source Verified,Default,debt_consolidation,28.948747164068145,0,625,629,10,0,12613,63.7,18,w,Individual,0,0.0,1,4,0,627.0,True,False,False,False,False,False,True,True,False,False
10895,10895, 36 months,28.36,452.78,B,B2,5 years,MORTGAGE,46532.98592672903,Verified,Fully Paid,other,25.941419569451035,0,760,764,9,0,18903,48.8,15,w,Individual,2,0.0,0,2,5,762.0,False,False,False,True,True,False,False,False,True,False
17254,17254, 36 months,15.8,604.9,B,B5,3 years,RENT,304204.10696830176,Source Verified,Charged Off,debt_consolidation,12.867320291100857,1,769,773,11,0,14998,70.9,28,f,Individual,3,0.0,1,2,3,771.0,True,False,False,False,False,False,True,True,False,False
16344,16344, 60 months,18.47,594.74,G,G1,< 1 year,RENT,66605.25607261504,Source Verified,Charged Off,home_improvement,30.563945287129897,0,693,697,8,0,34441,47.5,23,w,Individual,0,0.0,1,7,0,695.0,False,True,False,False,False,False,True,True,False,True
6750,6750, 60 months,16.15,237.81,B,B3,< 1 year,RENT,73524.66719168692,Verified,Does not meet the credit policy. Status:Charged Off,home_improvement,17.149834547244986,0,664,668,16,0,10446,19.4,31,w,Individual,4,0.0,1,2,0,666.0,False,True,False,False,False,False,True,False,True,True
7421,7421, 36 months,19.12,272.47,B,B3,10+ years,MORTGAGE,22946.462543281006,Not Verified,Does not meet the credit policy. Status:Charged Off,credit_card,21.99747560589149,0,709,713,16,0,42952,83.5,21,f,Individual,2,0.0,1,2,10,711.0,False,False,False,False,True,False,False,False,False,False
10319,10319, 36 months,16.76,366.67,B,B2,8 years,RENT,53014.78233226022,Not Verified,Charged Off,other,8.64240737202863,0,607,611,4,1,29792,65.8,19,w,Individual,2,0.0,1,2,8,609.0,False,False,False,True,False,False,True,False,False,False
20896,20896, 36 months,6.2,637.59,A,A3,< 1 year,OWN,50094.11205964757,Verified,Does not meet the credit policy. Status:Charged Off,credit_card,15.365393847925406,0,664,668,17,0,3224,52.3,19,w,Individual,0,0.0,1,1,0,666.0,False,False,False,False,False,True,False,False,True,False
16918,16918, 60 months,27.05,691.13,C,C2,2 years,RENT,41345.93926242702,Not Verified,Default,other,23.519181376891048,0,709,713,7,0,25922,79.8,9,w,Individual,4,0.0,1,3,2,711.0,False,False,False,True,False,False,True,False,False,True
30064,30064, 36 months,16.11,1058.59,B,B5,,RENT,79797.17673409071,Source Verified,Default,major_purchase,21.381445975382288,0,737,741,23,0,40055,92.9,32,w,Individual,1,0.0,1,2,0,739.0,False,False,True,False,False,False,True,True,False,False
32935,32935, 36 months,19.72,1219.29,C,C2,3 years,MORTGAGE,48364.85494137112,Source Verified,Default,other,17.022960428555628,0,631,635,4,2,13624,41.8,6,w,Individual,1,0.0,1,3,3,633.0,False,False,False,True,True,False,False,True,False,False
34711,34711, 60 months,8.48,1095.42,D,D4,7 years,OWN,41674.942246901206,Source Verified,Does not meet the credit policy. Status:Charged Off,major_purchase,21.517548430501854,0,650,654,17,0,33458,36.8,24,w,Individual,1,0.0,1,4,7,652.0,False,False,True,False,False,True,False,True,False,True
9806,9806, 60 months,5.08,294.25,C,C4,< 1 year,RENT,28705.819175872675,Not Verified,Fully Paid,major_purchase,31.072414693650604,0,784,788,22,0,24437,72.8,24,f,Individual,1,0.0,0,3,0,786.0,False,False,True,False,False,False,True,False,False,True
17182,17182, 60 months,11.13,563.58,A,A4,1 year,MORTGAGE,34443.9098859614,Verified,Fully Paid,credit_card,21.07639474646364,0,767,771,22,0,20724,45.9,32,w,Individual,3,0.0,0,1,1,769.0,False,False,False,False,True,False,False,False,True,True
27297,27297, 36 months,22.61,1051.12,C,C4,2 years,MORTGAGE,36620.04438645407,Source Verified,Does not meet the credit policy. Status:Charged Off,home_improvement,22.71547651035513,0,665,669,6,0,6026,12.7,8,w,Individual,0,0.0,1,3,2,667.0,False,True,False,False,True,False,False,True,False,False
24541,24541, 60 months,7.48,763.15,A,A4,4 years,RENT,50452.68864175872,Verified,Charged Off,other,29.540112842365502,0,630,634,23,2,15387,36.9,42,f,Individual,1,0.0,1,1,4,632.0,False,False,False,True,False,False,True,False,True,True
33921,33921, 60 months,27.72,1397.97,C,C4,9 years,MORTGAGE,46750.51835406909,Verified,Fully Paid,credit_card,34.45651811070661,0,790,794,14,0,15872,77.8,20,w,Individual,2,0.0,0,3,9,792.0,False,False,False,False,True,False,False,False,True,True
